,Date,Region,TotalInfected,NewInfected,Recovered,NewRecovered,Deceased,NewDeceased
0,2020-04-29,Andaman and Nicobar Islands,33,,15,,0,
1,2020-04-29,Andhra Pradesh,1259,,258,,31,
2,2020-04-29,Arunachal Pradesh,1,,1,,0,
3,2020-04-29,Assam,38,,27,,1,
4,2020-04-29,Bihar,366,,64,,2,
5,2020-04-29,Chandigarh,56,,17,,0,
6,2020-04-29,Chhattisgarh,38,,34,,0,
7,2020-04-29,Delhi,3314,,1078,,54,
8,2020-04-29,Goa,7,,7,,0,
9,2020-04-29,Gujarat,3744,,434,,181,
10,2020-04-29,Haryana,310,,209,,3,
11,2020-04-29,Himachal Pradesh,40,,25,,1,
12,2020-04-29,Jammu and Kashmir,565,,176,,8,
13,2020-04-29,Jharkhand,103,,17,,3,
14,2020-04-29,Karnataka,523,,207,,20,
15,2020-04-29,Kerala,485,,359,,4,
16,2020-04-29,Ladakh,22,,16,,0,
17,2020-04-29,Madhya Pradesh,2387,,377,,120,
18,2020-04-29,Maharashtra,9318,,1388,,400,
19,2020-04-29,Manipur,2,,2,,0,
20,2020-04-29,Meghalaya,12,,0,,1,
21,2020-04-29,Mizoram,1,,0,,0,
22,2020-04-29,Odisha,118,,38,,1,
23,2020-04-29,Puducherry,8,,3,,0,
24,2020-04-29,Punjab,322,,71,,19,
25,2020-04-29,Rajasthan,2364,,768,,51,
26,2020-04-29,Tamil Nadu,2058,,1168,,25,
27,2020-04-29,Telengana,1004,,321,,26,
28,2020-04-29,Tripura,2,,2,,0,
29,2020-04-29,Uttarakhand,54,,33,,0,
30,2020-04-29,Uttar Pradesh,2053,,462,,34,
31,2020-04-29,West Bengal,725,,119,,22,
32,2020-04-29,31332*,"
	7696
	",,"
	1007
	",,,
33,2020-04-29,,,,,,,
34,2020-04-29,,,,,,,
35,2020-04-29,Andaman and Nicobar Islands,33,,15,,0,
36,2020-04-29,Andhra Pradesh,1332,,287,,31,
37,2020-04-29,Arunachal Pradesh,1,,1,,0,
38,2020-04-29,Assam,38,,27,,1,
39,2020-04-29,Bihar,383,,64,,2,
40,2020-04-29,Chandigarh,56,,17,,0,
41,2020-04-29,Chhattisgarh,38,,34,,0,
42,2020-04-29,Delhi,3314,,1078,,54,
43,2020-04-29,Goa,7,,7,,0,
44,2020-04-29,Gujarat,3774,,434,,181,
45,2020-04-29,Haryana,310,,209,,3,
46,2020-04-29,Himachal Pradesh,40,,25,,1,
47,2020-04-29,Jammu and Kashmir,565,,176,,8,
48,2020-04-29,Jharkhand,105,,19,,3,
49,2020-04-29,Karnataka,532,,215,,20,
50,2020-04-29,Kerala,486,,359,,4,
51,2020-04-29,Ladakh,22,,16,,0,
52,2020-04-29,Madhya Pradesh#,2561,,377,,119#,
53,2020-04-29,Maharashtra,9318,,1388,,400,
54,2020-04-29,Manipur,2,,2,,0,
55,2020-04-29,Meghalaya,12,,0,,1,
56,2020-04-29,Mizoram,1,,0,,0,
57,2020-04-29,Odisha,119,,38,,1,
58,2020-04-29,Puducherry,8,,3,,0,
59,2020-04-29,Punjab,322,,71,,19,
60,2020-04-29,Rajasthan,2364,,768,,51,
61,2020-04-29,Tamil Nadu,2058,,1168,,25,
62,2020-04-29,Telengana,1012,,367,,26,
63,2020-04-29,Tripura,2,,2,,0,
64,2020-04-29,Uttarakhand,54,,34,,0,
65,2020-04-29,Uttar Pradesh,2115,,477,,36,
66,2020-04-29,West Bengal,725,,119,,22,
67,2020-04-29,31787*,"
	7797
	",,"
	1008
	",,,
68,2020-04-29,,,,,,,
69,2020-04-29,,,,,,,
70,2020-04-29,,,,,,,
71,2020-04-29,,,,,,,
72,2020-04-30,Andaman and Nicobar Islands,33,,15,,0,
73,2020-04-30,Andhra Pradesh,1332,,287,,31,
74,2020-04-30,Arunachal Pradesh,1,,1,,0,
75,2020-04-30,Assam,38,,29,,1,
76,2020-04-30,Bihar,392,,65,,2,
77,2020-04-30,Chandigarh,56,,17,,0,
78,2020-04-30,Chhattisgarh,38,,34,,0,
79,2020-04-30,Delhi,3439,,1092,,56,
80,2020-04-30,Goa,7,,7,,0,
81,2020-04-30,Gujarat,4082,,527,,197,
82,2020-04-30,Haryana,310,,209,,3,
83,2020-04-30,Himachal Pradesh,40,,25,,1,
84,2020-04-30,Jammu and Kashmir,581,,192,,8,
85,2020-04-30,Jharkhand,107,,19,,3,
86,2020-04-30,Karnataka,535,,216,,21,
87,2020-04-30,Kerala,495,,369,,4,
88,2020-04-30,Ladakh,22,,16,,0,
89,2020-04-30,Madhya Pradesh,2561,,461,,129,
90,2020-04-30,Maharashtra,9915,,1593,,432,
91,2020-04-30,Manipur,2,,2,,0,
92,2020-04-30,Meghalaya,12,,0,,1,
93,2020-04-30,Mizoram,1,,0,,0,
94,2020-04-30,Odisha,125,,39,,1,
95,2020-04-30,Puducherry,8,,3,,0,
96,2020-04-30,Punjab,357,,90,,19,
97,2020-04-30,Rajasthan,2438,,768,,51,
98,2020-04-30,Tamil Nadu,2162,,1210,,27,
99,2020-04-30,Telengana,1012,,367,,26,
100,2020-04-30,Tripura,2,,2,,0,
101,2020-04-30,Uttarakhand,55,,36,,0,
102,2020-04-30,Uttar Pradesh,2134,,510,,39,
103,2020-04-30,West Bengal,758,,124,,22,
104,2020-04-30,33050*,"
	8325
	",,"
	1074
	",,,
105,2020-04-30,,,,,,,
106,2020-04-30,,,,,,,
107,2020-04-30,Andaman and Nicobar Islands,33,,15,,0,
108,2020-04-30,Andhra Pradesh,1403,,321,,31,
109,2020-04-30,Arunachal Pradesh,1,,1,,0,
110,2020-04-30,Assam,42,,29,,1,
111,2020-04-30,Bihar,403,,65,,2,
112,2020-04-30,Chandigarh,56,,17,,0,
113,2020-04-30,Chhattisgarh,38,,36,,0,
114,2020-04-30,Delhi,3439,,1092,,56,
115,2020-04-30,Goa,7,,7,,0,
116,2020-04-30,Gujarat,4082,,527,,197,
117,2020-04-30,Haryana,310,,209,,3,
118,2020-04-30,Himachal Pradesh,40,,25,,1,
119,2020-04-30,Jammu and Kashmir,581,,192,,8,
120,2020-04-30,Jharkhand,107,,19,,3,
121,2020-04-30,Karnataka,557,,223,,21,
122,2020-04-30,Kerala,496,,369,,4,
123,2020-04-30,Ladakh,22,,16,,0,
124,2020-04-30,Madhya Pradesh,2660,,461,,130,
125,2020-04-30,Maharashtra,9915,,1593,,432,
126,2020-04-30,Manipur,2,,2,,0,
127,2020-04-30,Meghalaya,12,,0,,1,
128,2020-04-30,Mizoram,1,,0,,0,
129,2020-04-30,Odisha,128,,39,,1,
130,2020-04-30,Puducherry,8,,5,,0,
131,2020-04-30,Punjab,357,,90,,19,
132,2020-04-30,Rajasthan,2438,,768,,51,
133,2020-04-30,Tamil Nadu,2162,,1210,,27,
134,2020-04-30,Telengana,1012,,367,,26,
135,2020-04-30,Tripura,2,,2,,0,
136,2020-04-30,Uttarakhand,55,,36,,0,
137,2020-04-30,Uttar Pradesh,2203,,513,,39,
138,2020-04-30,West Bengal,758,,124,,22,
139,2020-04-30,33610*,"
	8373
	",,"
	1075
	",,,
140,2020-04-30,,,,,,,
141,2020-04-30,,,,,,,
142,2020-04-30,,,,,,,
143,2020-05-01,Andaman and Nicobar Islands,33,,16,,0,
144,2020-05-01,Andhra Pradesh,1403,,321,,31,
145,2020-05-01,Arunachal Pradesh,1,,1,,0,
146,2020-05-01,Assam,42,,29,,1,
147,2020-05-01,Bihar,418,,82,,2,
148,2020-05-01,Chandigarh,56,,17,,0,
149,2020-05-01,Chhattisgarh,40,,36,,0,
150,2020-05-01,Delhi,3515,,1094,,59,
151,2020-05-01,Goa,7,,7,,0,
152,2020-05-01,Gujarat,4395,,613,,214,
153,2020-05-01,Haryana,313,,209,,3,
154,2020-05-01,Himachal Pradesh,40,,28,,1,
155,2020-05-01,Jammu and Kashmir,614,,216,,8,
156,2020-05-01,Jharkhand,109,,20,,3,
157,2020-05-01,Karnataka,565,,229,,21,
158,2020-05-01,Kerala,497,,383,,4,
159,2020-05-01,Ladakh,22,,16,,0,
160,2020-05-01,Madhya Pradesh,2660,,482,,137,
161,2020-05-01,Maharashtra,10498,,1773,,459,
162,2020-05-01,Manipur,2,,2,,0,
163,2020-05-01,Meghalaya,12,,0,,1,
164,2020-05-01,Mizoram,1,,0,,0,
165,2020-05-01,Odisha,142,,39,,1,
166,2020-05-01,Puducherry,8,,5,,0,
167,2020-05-01,Punjab,357,,90,,19,
168,2020-05-01,Rajasthan,2584,,836,,58,
169,2020-05-01,Tamil Nadu,2323,,1258,,27,
170,2020-05-01,Telengana,1038,,397,,26,
171,2020-05-01,Tripura,2,,2,,0,
172,2020-05-01,Uttarakhand,57,,36,,0,
173,2020-05-01,Uttar Pradesh,2203,,513,,39,
174,2020-05-01,West Bengal,795,,139,,33,
175,2020-05-01,35043*,"
	8889
	",,"
	1147
	",,,
176,2020-05-01,,,,,,,
177,2020-05-01,,,,,,,
178,2020-05-01,,,,,,,
179,2020-05-01,Andaman and Nicobar Islands,33,,16,,0,
180,2020-05-01,Andhra Pradesh,1403,,321,,31,
181,2020-05-01,Arunachal Pradesh,1,,1,,0,
182,2020-05-01,Assam,42,,29,,1,
183,2020-05-01,Bihar,418,,82,,2,
184,2020-05-01,Chandigarh,56,,17,,0,
185,2020-05-01,Chhattisgarh,40,,36,,0,
186,2020-05-01,Delhi,3515,,1094,,59,
187,2020-05-01,Goa,7,,7,,0,
188,2020-05-01,Gujarat,4395,,613,,214,
189,2020-05-01,Haryana,313,,209,,3,
190,2020-05-01,Himachal Pradesh,40,,28,,1,
191,2020-05-01,Jammu and Kashmir,614,,216,,8,
192,2020-05-01,Jharkhand,109,,20,,3,
193,2020-05-01,Karnataka,565,,229,,21,
194,2020-05-01,Kerala,497,,383,,4,
195,2020-05-01,Ladakh,22,,16,,0,
196,2020-05-01,Madhya Pradesh,2660,,482,,137,
197,2020-05-01,Maharashtra,10498,,1773,,459,
198,2020-05-01,Manipur,2,,2,,0,
199,2020-05-01,Meghalaya,12,,0,,1,
200,2020-05-01,Mizoram,1,,0,,0,
201,2020-05-01,Odisha,142,,39,,1,
202,2020-05-01,Puducherry,8,,5,,0,
203,2020-05-01,Punjab,357,,90,,19,
204,2020-05-01,Rajasthan,2584,,836,,58,
205,2020-05-01,Tamil Nadu,2323,,1258,,27,
206,2020-05-01,Telengana,1038,,397,,26,
207,2020-05-01,Tripura,2,,2,,0,
208,2020-05-01,Uttarakhand,57,,36,,0,
209,2020-05-01,Uttar Pradesh,2203,,513,,39,
210,2020-05-01,West Bengal,795,,139,,33,
211,2020-05-01,Andaman and Nicobar Islands,33,,16,,0,
212,2020-05-01,Andhra Pradesh,1463,,403,,33,
213,2020-05-01,Arunachal Pradesh,1,,1,,0,
214,2020-05-01,Assam,42,,29,,1,
215,2020-05-01,Bihar,426,,82,,2,
216,2020-05-01,Chandigarh,56,,17,,0,
217,2020-05-01,Chhattisgarh,40,,36,,0,
218,2020-05-01,Delhi,3515,,1094,,59,
219,2020-05-01,Goa,7,,7,,0,
220,2020-05-01,Gujarat,4395,,613,,214,
221,2020-05-01,Haryana,313,,209,,3,
222,2020-05-01,Himachal Pradesh,40,,28,,1,
223,2020-05-01,Jammu and Kashmir,614,,216,,8,
224,2020-05-01,Jharkhand,111,,20,,3,
225,2020-05-01,Karnataka,576,,235,,22,
226,2020-05-01,Kerala,497,,383,,4,
227,2020-05-01,Ladakh,22,,16,,0,
228,2020-05-01,Madhya Pradesh,2719,,482,,137,
229,2020-05-01,Maharashtra,10498,,1773,,459,
230,2020-05-01,Manipur,2,,2,,0,
231,2020-05-01,Meghalaya,12,,0,,1,
232,2020-05-01,Mizoram,1,,0,,0,
233,2020-05-01,Odisha,143,,41,,1,
234,2020-05-01,Puducherry,8,,5,,0,
235,2020-05-01,Punjab,357,,90,,19,
236,2020-05-01,Rajasthan,2584,,836,,58,
237,2020-05-01,Tamil Nadu,2323,,1258,,27,
238,2020-05-01,Telengana,1039,,441,,26,
239,2020-05-01,Tripura,2,,2,,0,
240,2020-05-01,Uttarakhand,57,,36,,0,
241,2020-05-01,Uttar Pradesh,2281,,555,,41,
242,2020-05-01,West Bengal,795,,139,,33,
243,2020-05-02,Andaman and Nicobar Islands,33,,16,,0,
244,2020-05-02,Andhra Pradesh,1463,,403,,33,
245,2020-05-02,Arunachal Pradesh,1,,1,,0,
246,2020-05-02,Assam,43,,32,,1,
247,2020-05-02,Bihar,471,,98,,3,
248,2020-05-02,Chandigarh,88,,17,,0,
249,2020-05-02,Chhattisgarh,43,,36,,0,
250,2020-05-02,Delhi,3738,,1167,,61,
251,2020-05-02,Goa,7,,7,,0,
252,2020-05-02,Gujarat,4721,,735,,236,
253,2020-05-02,Haryana,360,,227,,4,
254,2020-05-02,Himachal Pradesh,40,,30,,1,
255,2020-05-02,Jammu and Kashmir,639,,247,,8,
256,2020-05-02,Jharkhand,111,,20,,3,
257,2020-05-02,Karnataka,589,,251,,22,
258,2020-05-02,Kerala,497,,392,,4,
259,2020-05-02,Ladakh,22,,17,,0,
260,2020-05-02,Madhya Pradesh,2719,,524,,145,
261,2020-05-02,Maharashtra,11506,,1879,,485,
262,2020-05-02,Manipur,2,,2,,0,
263,2020-05-02,Meghalaya,12,,0,,1,
264,2020-05-02,Mizoram,1,,0,,0,
265,2020-05-02,Odisha,149,,55,,1,
266,2020-05-02,Puducherry,8,,5,,0,
267,2020-05-02,Punjab,480,,90,,19,
268,2020-05-02,Rajasthan,2666,,1116,,62,
269,2020-05-02,Tamil Nadu,2526,,1312,,28,
270,2020-05-02,Telengana,1039,,441,,26,
271,2020-05-02,Tripura,2,,2,,0,
272,2020-05-02,Uttarakhand,58,,36,,0,
273,2020-05-02,Uttar Pradesh,2328,,654,,42,
274,2020-05-02,West Bengal,795,,139,,33,
275,2020-05-02,Andaman and Nicobar Islands,33,,16,,0,
276,2020-05-02,Andhra Pradesh,1525,,441,,33,
277,2020-05-02,Arunachal Pradesh,1,,1,,0,
278,2020-05-02,Assam,43,,32,,1,
279,2020-05-02,Bihar,471,,98,,3,
280,2020-05-02,Chandigarh,88,,17,,0,
281,2020-05-02,Chhattisgarh,43,,36,,0,
282,2020-05-02,Delhi,3738,,1167,,61,
283,2020-05-02,Goa,7,,7,,0,
284,2020-05-02,Gujarat,4721,,735,,236,
285,2020-05-02,Haryana,360,,227,,4,
286,2020-05-02,Himachal Pradesh,40,,30,,1,
287,2020-05-02,Jammu and Kashmir,639,,247,,8,
288,2020-05-02,Jharkhand,111,,20,,3,
289,2020-05-02,Karnataka,598,,255,,25,
290,2020-05-02,Kerala,498,,392,,4,
291,2020-05-02,Ladakh,22,,17,,0,
292,2020-05-02,Madhya Pradesh,2719,,524,,145,
293,2020-05-02,Maharashtra,11506,,1879,,485,
294,2020-05-02,Manipur,2,,2,,0,
295,2020-05-02,Meghalaya,12,,0,,1,
296,2020-05-02,Mizoram,1,,0,,0,
297,2020-05-02,Odisha,154,,55,,1,
298,2020-05-02,Puducherry,8,,5,,0,
299,2020-05-02,Punjab,772,,112,,20,
300,2020-05-02,Rajasthan,2666,,1116,,62,
301,2020-05-02,Tamil Nadu,2526,,1312,,28,
302,2020-05-02,Telengana,1057,,441,,26,
303,2020-05-02,Tripura,2,,2,,0,
304,2020-05-02,Uttarakhand,58,,37,,0,
305,2020-05-02,Uttar Pradesh,2455,,656,,43,
306,2020-05-02,West Bengal,795,,139,,33,
307,2020-05-03,Andaman and Nicobar Islands,33,,16,,0,
308,2020-05-03,Andhra Pradesh,1525,,441,,33,
309,2020-05-03,Arunachal Pradesh,1,,1,,0,
310,2020-05-03,Assam,43,,32,,1,
311,2020-05-03,Bihar,481,,107,,4,
312,2020-05-03,Chandigarh,88,,17,,0,
313,2020-05-03,Chhattisgarh,43,,36,,0,
314,2020-05-03,Delhi,4122,,1256,,64,
315,2020-05-03,Goa,7,,7,,0,
316,2020-05-03,Gujarat,5054,,896,,262,
317,2020-05-03,Haryana,360,,227,,4,
318,2020-05-03,Himachal Pradesh,40,,33,,1,
319,2020-05-03,Jammu and Kashmir,666,,254,,8,
320,2020-05-03,Jharkhand,115,,22,,3,
321,2020-05-03,Karnataka,601,,271,,25,
322,2020-05-03,Kerala,499,,400,,4,
323,2020-05-03,Ladakh,22,,17,,0,
324,2020-05-03,Madhya Pradesh,2846,,624,,151,
325,2020-05-03,Maharashtra,12296,,2000,,521,
326,2020-05-03,Manipur,2,,2,,0,
327,2020-05-03,Meghalaya,12,,0,,1,
328,2020-05-03,Mizoram,1,,0,,0,
329,2020-05-03,Odisha,157,,56,,1,
330,2020-05-03,Puducherry,8,,5,,0,
331,2020-05-03,Punjab,772,,112,,20,
332,2020-05-03,Rajasthan,2770,,1121,,65,
333,2020-05-03,Tamil Nadu,2757,,1341,,29,
334,2020-05-03,Telengana,1063,,458,,28,
335,2020-05-03,Tripura,4,,2,,0,
336,2020-05-03,Uttarakhand,59,,39,,0,
337,2020-05-03,Uttar Pradesh,2487,,689,,43,
338,2020-05-03,West Bengal,922,,151,,33,
339,2020-05-03,Andaman and Nicobar Islands,33,,17,,0,
340,2020-05-03,Andhra Pradesh,1583,,488,,33,
341,2020-05-03,Arunachal Pradesh,1,,1,,0,
342,2020-05-03,Assam,43,,32,,1,
343,2020-05-03,Bihar,482,,117,,4,
344,2020-05-03,Chandigarh,94,,19,,0,
345,2020-05-03,Chhattisgarh,43,,36,,0,
346,2020-05-03,Delhi,4122,,1256,,64,
347,2020-05-03,Goa,7,,7,,0,
348,2020-05-03,Gujarat,5055,,896,,262,
349,2020-05-03,Haryana,394,,227,,4,
350,2020-05-03,Himachal Pradesh,40,,33,,1,
351,2020-05-03,Jammu and Kashmir,666,,254,,8,
352,2020-05-03,Jharkhand,115,,22,,3,
353,2020-05-03,Karnataka,606,,282,,25,
354,2020-05-03,Kerala,500,,400,,4,
355,2020-05-03,Ladakh,40,,17,,0,
356,2020-05-03,Madhya Pradesh,2846,,798,,156,
357,2020-05-03,Maharashtra,12296,,2000,,521,
358,2020-05-03,Manipur,2,,2,,0,
359,2020-05-03,Meghalaya,12,,0,,1,
360,2020-05-03,Mizoram,1,,0,,0,
361,2020-05-03,Odisha,160,,56,,1,
362,2020-05-03,Puducherry,8,,5,,0,
363,2020-05-03,Punjab,772,,112,,20,
364,2020-05-03,Rajasthan,2772,,1121,,65,
365,2020-05-03,Tamil Nadu,2757,,1341,,29,
366,2020-05-03,Telengana,1063,,458,,28,
367,2020-05-03,Tripura,4,,2,,0,
368,2020-05-03,Uttarakhand,59,,39,,0,
369,2020-05-03,Uttar Pradesh,2626,,698,,43,
370,2020-05-03,West Bengal,922,,151,,33,
371,2020-05-04,Andaman and Nicobar Islands,33,,32,,0,
372,2020-05-04,Andhra Pradesh,1583,,488,,33,
373,2020-05-04,Arunachal Pradesh,1,,1,,0,
374,2020-05-04,Assam,43,,32,,1,
375,2020-05-04,Bihar,503,,125,,4,
376,2020-05-04,Chandigarh,94,,19,,0,
377,2020-05-04,Chhattisgarh,57,,36,,0,
378,2020-05-04,Delhi,4549,,1362,,64,
379,2020-05-04,Goa,7,,7,,0,
380,2020-05-04,Gujarat,5428,,1042,,290,
381,2020-05-04,Haryana,442,,245,,5,
382,2020-05-04,Himachal Pradesh,40,,34,,1,
383,2020-05-04,Jammu and Kashmir,701,,287,,8,
384,2020-05-04,Jharkhand,115,,22,,3,
385,2020-05-04,Karnataka,614,,293,,25,
386,2020-05-04,Kerala,500,,401,,4,
387,2020-05-04,Ladakh,41,,17,,0,
388,2020-05-04,Madhya Pradesh,2846,,798,,156,
389,2020-05-04,Maharashtra,12974,,2115,,548,
390,2020-05-04,Manipur,2,,2,,0,
391,2020-05-04,Meghalaya,12,,0,,1,
392,2020-05-04,Mizoram,1,,0,,0,
393,2020-05-04,Odisha,162,,56,,1,
394,2020-05-04,Puducherry,8,,5,,0,
395,2020-05-04,Punjab,1102,,117,,21,
396,2020-05-04,Rajasthan,2886,,1356,,71,
397,2020-05-04,Tamil Nadu,3023,,1379,,30,
398,2020-05-04,Telengana,1082,,490,,29,
399,2020-05-04,Tripura,16,,2,,0,
400,2020-05-04,Uttarakhand,60,,39,,0,
401,2020-05-04,Uttar Pradesh,2645,,754,,43,
402,2020-05-04,West Bengal,963,,151,,35,
403,2020-05-04,Andaman and Nicobar Islands,33,,32,,0,
404,2020-05-04,Andhra Pradesh,1650,,524,,36,
405,2020-05-04,Arunachal Pradesh,1,,1,,0,
406,2020-05-04,Assam,43,,32,,1,
407,2020-05-04,Bihar,517,,125,,4,
408,2020-05-04,Chandigarh,94,,19,,0,
409,2020-05-04,Chhattisgarh,57,,36,,0,
410,2020-05-04,Delhi,4549,,1362,,64,
411,2020-05-04,Goa,7,,7,,0,
412,2020-05-04,Gujarat,5428,,1042,,290,
413,2020-05-04,Haryana,442,,245,,5,
414,2020-05-04,Himachal Pradesh,40,,34,,1,
415,2020-05-04,Jammu and Kashmir,701,,287,,8,
416,2020-05-04,Jharkhand,115,,22,,3,
417,2020-05-04,Karnataka,642,,304,,26,
418,2020-05-04,Kerala,500,,401,,4,
419,2020-05-04,Ladakh,41,,17,,0,
420,2020-05-04,Madhya Pradesh,2942,,798,,165,
421,2020-05-04,Maharashtra,12974,,2115,,548,
422,2020-05-04,Manipur,2,,2,,0,
423,2020-05-04,Meghalaya,12,,0,,1,
424,2020-05-04,Mizoram,1,,0,,0,
425,2020-05-04,Odisha,163,,60,,1,
426,2020-05-04,Puducherry,8,,5,,0,
427,2020-05-04,Punjab,1102,,117,,21,
428,2020-05-04,Rajasthan,2886,,1356,,71,
429,2020-05-04,Tamil Nadu,3023,,1379,,30,
430,2020-05-04,Telengana,1082,,490,,29,
431,2020-05-04,Tripura,16,,2,,0,
432,2020-05-04,Uttarakhand,60,,39,,1,
433,2020-05-04,Uttar Pradesh,2742,,758,,45,
434,2020-05-04,West Bengal,963,,151,,35,
435,2020-05-05,Andaman and Nicobar Islands,33,,32,,0,
436,2020-05-05,Andhra Pradesh,1650,,524,,36,
437,2020-05-05,Arunachal Pradesh,1,,1,,0,
438,2020-05-05,Assam,43,,32,,1,
439,2020-05-05,Bihar,528,,130,,4,
440,2020-05-05,Chandigarh,102,,21,,1,
441,2020-05-05,Chhattisgarh,58,,36,,0,
442,2020-05-05,Delhi,4898,,1431,,64,
443,2020-05-05,Goa,7,,7,,0,
444,2020-05-05,Gujarat,5804,,1195,,319,
445,2020-05-05,Haryana,517,,254,,6,
446,2020-05-05,Himachal Pradesh,41,,34,,1,
447,2020-05-05,Jammu and Kashmir,726,,303,,8,
448,2020-05-05,Jharkhand,115,,27,,3,
449,2020-05-05,Karnataka,651,,321,,27,
450,2020-05-05,Kerala,500,,462,,4,
451,2020-05-05,Ladakh,41,,17,,0,
452,2020-05-05,Madhya Pradesh,2942,,798,,165,
453,2020-05-05,Maharashtra,14541,,2465,,583,
454,2020-05-05,Manipur,2,,2,,0,
455,2020-05-05,Meghalaya,12,,0,,1,
456,2020-05-05,Mizoram,1,,0,,0,
457,2020-05-05,Odisha,169,,60,,1,
458,2020-05-05,Puducherry,8,,5,,0,
459,2020-05-05,Punjab,1233,,121,,23,
460,2020-05-05,Rajasthan,3061,,1394,,77,
461,2020-05-05,Tamil Nadu,3550,,1409,,31,
462,2020-05-05,Telengana,1085,,585,,29,
463,2020-05-05,Tripura,29,,2,,0,
464,2020-05-05,Uttarakhand,60,,39,,1,
465,2020-05-05,Uttar Pradesh,2766,,802,,50,
466,2020-05-05,West Bengal,1259,,218,,133,
467,2020-05-05,Andaman and Nicobar Islands,33,,32,,0,
468,2020-05-05,Andhra Pradesh,1717,,589,,36,
469,2020-05-05,Arunachal Pradesh,1,,1,,0,
470,2020-05-05,Assam,43,,32,,1,
471,2020-05-05,Bihar,529,,130,,4,
472,2020-05-05,Chandigarh,102,,21,,1,
473,2020-05-05,Chhattisgarh,58,,36,,0,
474,2020-05-05,Delhi,4898,,1431,,64,
475,2020-05-05,Goa,7,,7,,0,
476,2020-05-05,Gujarat,5804,,1195,,319,
477,2020-05-05,Haryana,517,,254,,6,
478,2020-05-05,Himachal Pradesh,41,,38,,1,
479,2020-05-05,Jammu and Kashmir,726,,303,,8,
480,2020-05-05,Jharkhand,115,,27,,3,
481,2020-05-05,Karnataka,659,,324,,28,
482,2020-05-05,Kerala,500,,462,,4,
483,2020-05-05,Ladakh,41,,17,,0,
484,2020-05-05,Madhya Pradesh,3049,,1000,,176,
485,2020-05-05,Maharashtra,14541,,2465,,583,
486,2020-05-05,Manipur,2,,2,,0,
487,2020-05-05,Meghalaya,12,,10,,1,
488,2020-05-05,Mizoram,1,,0,,0,
489,2020-05-05,Odisha,170,,60,,1,
490,2020-05-05,Puducherry,9,,6,,0,
491,2020-05-05,Punjab,1233,,128,,23,
492,2020-05-05,Rajasthan,3061,,1394,,77,
493,2020-05-05,Tamil Nadu,3550,,1409,,31,
494,2020-05-05,Telengana,1085,,585,,29,
495,2020-05-05,Tripura,29,,2,,0,
496,2020-05-05,Uttarakhand,60,,39,,1,
497,2020-05-05,Uttar Pradesh,2859,,944,,53,
498,2020-05-05,West Bengal,1259,,218,,133,
499,2020-05-06,Andaman and Nicobar Islands,33,,32,,0,
500,2020-05-06,Andhra Pradesh,1717,,589,,36,
501,2020-05-06,Arunachal Pradesh,1,,1,,0,
502,2020-05-06,Assam,43,,32,,1,
503,2020-05-06,Bihar,536,,142,,4,
504,2020-05-06,Chandigarh,111,,21,,1,
505,2020-05-06,Chhattisgarh,59,,36,,0,
506,2020-05-06,Dadar Nagar Haveli,1,,0,,0,
507,2020-05-06,Delhi,5104,,1468,,64,
508,2020-05-06,Goa,7,,7,,0,
509,2020-05-06,Gujarat,6245,,1381,,368,
510,2020-05-06,Haryana,548,,256,,6,
511,2020-05-06,Himachal Pradesh,42,,38,,2,
512,2020-05-06,Jammu and Kashmir,741,,320,,8,
513,2020-05-06,Jharkhand,125,,33,,3,
514,2020-05-06,Karnataka,671,,331,,29,
515,2020-05-06,Kerala,502,,462,,4,
516,2020-05-06,Ladakh,41,,17,,0,
517,2020-05-06,Madhya Pradesh,3049,,1000,,176,
518,2020-05-06,Maharashtra,15525,,2819,,617,
519,2020-05-06,Manipur,2,,2,,0,
520,2020-05-06,Meghalaya,12,,10,,1,
521,2020-05-06,Mizoram,1,,0,,0,
522,2020-05-06,Odisha,175,,60,,1,
523,2020-05-06,Puducherry,9,,6,,0,
524,2020-05-06,Punjab,1451,,133,,25,
525,2020-05-06,Rajasthan,3158,,1525,,89,
526,2020-05-06,Tamil Nadu,4058,,1485,,33,
527,2020-05-06,Telengana,1096,,585,,29,
528,2020-05-06,Tripura,43,,2,,0,
529,2020-05-06,Uttarakhand,61,,39,,1,
530,2020-05-06,Uttar Pradesh,2880,,987,,56,
531,2020-05-06,West Bengal,1344,,364,,140,
532,2020-05-07,Andaman and Nicobar Islands,33,,32,,0,
533,2020-05-07,Andhra Pradesh,1777,,729,,36,
534,2020-05-07,Arunachal Pradesh,1,,1,,0,
535,2020-05-07,Assam,45,,32,,1,
536,2020-05-07,Bihar,542,,188,,4,
537,2020-05-07,Chandigarh,120,,21,,1,
538,2020-05-07,Chhattisgarh,59,,36,,0,
539,2020-05-07,Dadar Nagar Haveli,1,,0,,0,
540,2020-05-07,Delhi,5532,,1542,,65,
541,2020-05-07,Goa,7,,7,,0,
542,2020-05-07,Gujarat,6625,,1500,,396,
543,2020-05-07,Haryana,594,,260,,7,
544,2020-05-07,Himachal Pradesh,45,,38,,2,
545,2020-05-07,Jammu and Kashmir,775,,322,,8,
546,2020-05-07,Jharkhand,127,,37,,3,
547,2020-05-07,Karnataka,693,,354,,29,
548,2020-05-07,Kerala,503,,469,,4,
549,2020-05-07,Ladakh,41,,17,,0,
